,PrimaryPropertyType,Latitude,Longitude,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,ElectricityUse(Percentage),SteamUse(Percentage),NaturalGasUse(Percentage),LargestUseTypeGFA(Percentage),SecondLargestUseTypeGFA(Percentage),ThirdLargestUseTypeGFA(Percentage),ParkingGFA(Percentage),NumberOfYearsENERGYSTARCertified,BuildingAge,NumberOfPropertyUses
467,ServiceFacility,47.59403,-122.33367,0.3010299956639812,4.878527540099217,ServiceFacility,ServiceFacility,ServiceFacility,15.0,6.4295385916877965,1.2953471483336179,100.0,0.0,0.0,67.51,13.89,7.94,14.29,0.0,106,3
468,ServiceFacility,47.59363,-122.33371,0.3010299956639812,4.750284633132008,ServiceFacility,ServiceFacility,ServiceFacility,,6.023985869729583,0.92272545799326,100.0,0.0,0.0,70.88,16.47,7.31,0.0,0.0,109,4
469,ServiceFacility,47.59701,-122.33378,0.3010299956639812,4.825055933354922,ServiceFacility,Store,None,31.0,6.748854583796429,2.144106973049323,61.65,0.0,38.35,64.51,15.73,0.0,0.0,0.0,112,2
470,ServiceFacility,47.59639,-122.33368,0.3010299956639812,4.876731528813316,ServiceFacility,ServiceFacility,None,81.0,6.461139117224533,1.3259259557714662,99.99,0.0,0.01,87.01,14.5,0.0,14.34,0.0,107,2
471,ServiceFacility,47.59806,-122.33475,0.3010299956639812,5.265579530280677,ServiceFacility,ServiceFacility,None,81.0,6.987795417052513,1.8374621714859947,100.0,0.0,0.0,99.78,0.22,0.0,0.0,0.0,112,2
472,ServiceFacility,47.59767,-122.33467,0.3010299956639812,5.459172268760261,ServiceFacility,Store,None,43.0,7.40768162296846,2.2627832098507636,99.67,0.0,0.33,95.12,4.2,0.0,0.0,0.0,7,2
473,ServiceFacility,47.59202,-122.33486,0.3010299956639812,4.809647238036535,ServiceFacility,None,None,53.0,6.7758400573649045,2.259498314030925,49.46,0.0,50.54,97.66,0.0,0.0,0.0,0.0,102,1
474,ServiceFacility,47.58924,-122.33566,0.3010299956639812,5.456367551638563,ServiceFacility,ServiceFacility,ServiceFacility,,7.805060175770992,2.6499381672243456,99.98,0.0,0.02,39.08,38.02,17.23,39.08,0.0,7,5
475,ServiceFacility,47.58365,-122.33467,0.3010299956639812,5.1585162774930335,ServiceFacility,None,None,26.0,6.594323146118899,1.9975174394147248,60.82,0.0,39.18,100.0,0.0,0.0,0.0,0.0,90,1
476,ServiceFacility,47.58252,-122.33465,0.3010299956639812,4.7824224552394226,ServiceFacility,None,None,16.0,6.703243861123005,1.6834973176798114,94.83,0.0,5.17,99.66,0.0,0.0,0.0,0.0,86,1
477,ServiceFacility,47.58181,-122.33534,0.3010299956639812,6.140181099265913,ServiceFacility,Store,ServiceFacility,79.0,7.869997380493262,2.9093955459671057,91.41,0.0,8.59,72.47,20.37,15.95,0.0,0.0,104,3
478,Store,47.57842,-122.33558,0.3010299956639812,5.0331462008952395,Store,None,None,57.0,6.858626423287506,2.0061236062118546,84.97,0.0,15.03,99.79,0.0,0.0,0.0,0.0,23,1
479,ServiceFacility,47.57096,-122.3355,0.3010299956639812,4.996007913715379,ServiceFacility,None,None,83.0,6.209008410900011,1.7011360660925265,49.14,0.0,50.86,100.0,0.0,0.0,0.0,0.0,90,1
480,ServiceFacility,47.56676,-122.35247,0.3010299956639812,4.861653870213911,ServiceFacility,None,None,28.0,6.4119129661173115,1.6408787787016184,79.23,0.0,20.77,100.0,0.0,0.0,0.0,0.0,63,1
481,ServiceFacility,47.59534849,-122.327269,0.3010299956639812,4.884370487526471,ServiceFacility,None,None,91.0,6.443051422785279,1.53668467262093,89.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,86,1
482,ServiceFacility,47.66158,-122.31625,0.3010299956639812,4.962402486655259,ServiceFacility,ServiceFacility,ServiceFacility,2.0,6.93300980770544,1.7835462822703498,100.0,0.0,0.0,58.1,37.84,4.06,39.89,0.0,15,3
483,MedicalFacility,47.62395,-122.33392,0.3010299956639812,5.110906057700614,MedicalFacility,ServiceFacility,ServiceFacility,6.0,7.284402148430616,2.6801994917560195,61.3,0.0,38.7,69.04,29.17,4.35,30.91,0.0,8,3
484,ServiceFacility,47.56787,-122.36419,0.3010299956639812,5.140215691499187,ServiceFacility,ServiceFacility,None,41.0,6.92333913321659,1.7740057302582095,100.0,0.0,0.0,86.23,11.75,0.0,11.75,0.0,25,2
485,Store,47.56664,-122.32346,0.3010299956639812,4.752609209479315,Store,None,None,66.0,6.381914313473776,1.834357112718405,54.58,0.0,45.42,100.01,0.0,0.0,0.0,0.0,43,1
487,MedicalFacility,47.60979,-122.32298,0.3010299956639812,5.354075769749676,MedicalFacility,None,None,53.0,7.313036269922607,2.8408084306092074,61.99,38.01,0.0,88.58,0.0,0.0,0.0,0.0,12,1
488,ServiceFacility,47.61783,-122.33729,0.3010299956639812,5.712992961574521,ServiceFacility,Leisure,Leisure,31.0,7.595532826678186,2.8667125621748593,74.7,0.0,25.3,74.59,65.89,13.1,0.0,0.0,10,7
489,ServiceFacility,47.59794,-122.32767,0.3010299956639812,5.494868087954766,ServiceFacility,ServiceFacility,Leisure,,7.410727020972735,2.2704226083327774,99.5,0.0,0.5,97.06,1.52,1.43,0.0,0.0,16,3
490,ServiceFacility,47.6074,-122.33777,0.3010299956639812,6.202192601905424,ServiceFacility,ServiceFacility,ServiceFacility,97.0,7.752039754156159,2.6831010964280657,97.57,1.75,0.69,57.43,21.9,19.08,0.0,0.8450980400142568,11,5
491,ServiceFacility,47.61077,-122.3361,0.3010299956639812,4.989987902552932,ServiceFacility,ServiceFacility,Store,,6.394105902592816,1.2619761913978127,100.0,0.0,0.0,53.09,12.28,9.94,0.0,0.0,90,3
492,MedicalFacility,47.61002,-122.32222,0.3010299956639812,5.625830824929982,MedicalFacility,None,None,46.0,7.236910206623355,2.281260687055013,94.24,5.76,0.0,46.72,0.0,0.0,48.89,0.0,31,1
493,MedicalFacility,47.60649,-122.31121,0.3010299956639812,4.975436404193751,MedicalFacility,None,None,68.0,6.762898055739359,1.6167904863297158,100.0,0.0,0.0,120.36,0.0,0.0,0.0,0.0,29,1
494,Store,47.53655,-122.36377,0.3010299956639812,4.976414178299605,Store,None,None,79.0,6.733806856265204,1.9810934231459298,77.21,0.0,22.79,115.88,0.0,0.0,0.0,0.0,11,1
495,MedicalFacility,47.60707,-122.3288,0.3010299956639812,5.481303574676513,MedicalFacility,ServiceFacility,None,58.0,7.16882493711625,2.1183308740573024,95.96,0.0,4.04,66.48,28.48,0.0,33.46,0.0,8,2
496,MedicalFacility,47.60883,-122.32494,0.3010299956639812,5.505030530912611,MedicalFacility,ServiceFacility,None,50.0,7.178036617217304,2.554355883229462,76.15,23.85,0.0,53.37,21.62,0.0,48.89,0.0,43,2
497,ServiceFacility,47.60353,-122.33558,0.3010299956639812,5.312858317536693,ServiceFacility,Store,None,94.0,6.910550637921868,2.4524917827883126,53.15,25.42,21.43,55.92,13.94,0.0,0.0,0.0,116,2
498,ServiceFacility,47.60197,-122.33437,0.3010299956639812,4.753590718340035,ServiceFacility,Store,None,55.0,6.486565847111737,1.3496659840966296,100.0,0.0,0.0,81.13,18.52,0.0,0.0,0.0,116,2
499,ServiceFacility,47.59554,-122.32471,0.3010299956639812,4.857338528257185,ServiceFacility,None,None,89.0,6.436030389802556,1.3888114134735237,96.46,0.0,3.54,100.0,0.0,0.0,0.0,0.0,91,1
500,ServiceFacility,47.63347,-122.34078,0.3010299956639812,5.281367486275163,ServiceFacility,ServiceFacility,None,93.0,6.7076983592072335,1.5630061870617937,100.0,0.0,0.0,53.89,41.85,0.0,49.64,0.0,16,2
501,ServiceFacility,47.56797,-122.36711,0.3010299956639812,4.8373611316479534,Leisure,ServiceFacility,Leisure,,6.955663221361046,2.493025632615216,40.65,0.0,59.35,72.71,16.76,0.0,16.76,0.0,15,3
502,ServiceFacility,47.56961,-122.28881,0.6020599913279624,5.00917034105203,Store,ServiceFacility,None,,7.3165154309561595,2.7256013111086377,59.62,0.0,40.38,105.18,0.0,0.0,0.0,0.0,22,2
504,ServiceFacility,47.61567,-122.33503,0.3010299956639812,5.558764953173182,ServiceFacility,ServiceFacility,ServiceFacility,86.0,7.196606727548857,2.071697945221614,98.99,0.0,1.01,64.2,27.03,0.98,0.0,0.47712125471966244,8,3
506,ServiceFacility,47.62476,-122.35521,0.6020599913279624,4.910288150027347,ServiceFacility,None,None,,7.116783617559157,2.433241641112682,70.36,0.0,29.64,100.06,0.0,0.0,0.0,0.0,22,1
507,ServiceFacility,47.6115,-122.33278,0.3010299956639812,5.73153558301447,ServiceFacility,ServiceFacility,None,90.0,7.204679942818619,2.051885378889872,100.0,0.0,0.0,68.01,22.79,0.0,0.0,0.9030899869919435,15,2
509,ServiceFacility,47.61234,-122.34897,0.3010299956639812,5.4408823312189245,ServiceFacility,ServiceFacility,None,,6.718796751084478,1.5739154404215507,100.0,0.0,0.0,71.4,28.57,0.0,71.43,0.0,33,2
510,ServiceFacility,47.62497,-122.35965,0.3010299956639812,4.994180726695449,ServiceFacility,None,None,91.0,6.642597953786488,1.4998244958395797,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.9030899869919435,34,1
511,ServiceFacility,47.57639,-122.32072,0.3010299956639812,5.201211348587152,ServiceFacility,Leisure,ServiceFacility,12.0,6.942092670160356,1.9979976364080043,90.71,0.0,9.29,50.44,21.58,16.95,17.86,0.0,9,4
512,ServiceFacility,47.65692,-122.37059,0.3010299956639812,5.021606848211076,ServiceFacility,None,None,1.0,7.343961007614794,2.5549250527957508,79.98,0.0,20.02,100.0,0.0,0.0,0.0,0.0,38,1
514,Store,47.63284,-122.37712,0.3010299956639812,4.704673758099527,Store,None,None,51.0,6.425124675562626,1.7902851640332418,65.68,0.0,34.32,100.0,0.0,0.0,0.0,0.0,38,1
515,ServiceFacility,47.63156,-122.37551,0.3010299956639812,4.791901080009572,ServiceFacility,None,None,59.0,6.343019918405289,1.7538127835647022,60.28,0.0,39.72,64.39,0.0,0.0,0.0,0.0,79,1
516,ServiceFacility,47.62302,-122.36476,0.3010299956639812,5.21777863803806,ServiceFacility,ServiceFacility,ServiceFacility,1.0,7.406166816264049,2.2519300850303683,100.0,0.0,0.0,63.39,33.31,3.3,33.31,0.0,16,3
518,ServiceFacility,47.61588,-122.34965,0.3010299956639812,4.313149831468494,ServiceFacility,None,None,65.0,5.90434409985073,0.8188854145940099,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,91,1
519,ServiceFacility,47.62175,-122.36313,0.3010299956639812,5.2039516609297465,ServiceFacility,ServiceFacility,None,63.0,6.895310559876249,1.746478509930031,100.0,0.0,0.0,66.56,31.42,0.0,35.0,0.0,16,2
520,ServiceFacility,47.62101,-122.36188,0.3010299956639812,5.26473520478817,ServiceFacility,ServiceFacility,ServiceFacility,56.0,7.171907737413988,2.0194071080188833,100.0,0.0,0.0,72.54,25.42,2.04,25.42,0.0,8,3
521,ServiceFacility,47.61891,-122.35958,0.3010299956639812,5.318503670002113,ServiceFacility,ServiceFacility,None,95.0,6.741491137970329,2.0709240314761503,69.23,0.0,30.77,52.82,37.87,0.0,37.87,0.6989700043360189,30,2
522,ServiceFacility,47.61813,-122.35833,0.3010299956639812,5.443242641655043,ServiceFacility,ServiceFacility,ServiceFacility,63.0,7.104823593295362,1.9529860651970554,100.0,0.0,0.0,64.37,31.58,5.28,28.93,0.0,30,3
523,ServiceFacility,47.614,-122.35375,0.3010299956639812,5.272145738401831,ServiceFacility,ServiceFacility,Leisure,77.0,7.0023168502770154,1.8518085142282374,100.0,0.0,0.0,91.8,5.12,2.36,0.0,0.3010299956639812,23,6
524,ServiceFacility,47.61287,-122.35022,0.3010299956639812,5.399751576062751,ServiceFacility,ServiceFacility,None,99.0,7.23519060107427,2.082102884327094,100.0,0.0,0.0,50.28,5.07,0.0,46.95,0.6989700043360189,16,2
525,ServiceFacility,47.60703,-122.34038,0.3010299956639812,5.188453170241369,ServiceFacility,None,None,81.0,6.101140648465047,0.9912260756924949,100.0,0.0,0.0,61.77,0.0,0.0,0.0,0.0,104,1
526,ServiceFacility,47.60604,-122.33948,0.3010299956639812,5.034411856895851,ServiceFacility,School,ServiceFacility,,6.654675212648232,1.7090154169721172,94.1,5.9,0.0,59.18,13.51,11.42,13.57,0.0,98,6
527,ServiceFacility,47.6047,-122.33739,0.3010299956639812,5.224949806011617,ServiceFacility,Store,ServiceFacility,70.0,6.83235867192465,1.684755622108624,100.0,0.0,0.0,65.75,11.8,0.38,0.0,0.0,111,3
528,ServiceFacility,47.60247,-122.33621,0.3010299956639812,5.051387942747165,ServiceFacility,Store,None,86.0,6.694324308219801,1.994844849553398,72.25,0.0,27.75,71.43,14.29,0.0,0.0,0.0,106,2
529,Store,47.60223,-122.33602,0.3010299956639812,4.935532456189379,ServiceFacility,Store,None,89.0,6.510802025750654,1.8452221064290137,68.97,0.0,31.03,78.5,15.7,0.0,0.0,0.0,106,1
530,ServiceFacility,47.5829,-122.32417,0.3010299956639812,5.161843967685188,ServiceFacility,ServiceFacility,ServiceFacility,51.0,6.923478412196574,2.0808428588345618,84.23,0.0,15.77,70.02,33.44,7.08,0.0,0.0,31,3
531,ServiceFacility,47.58716,-122.32214,0.3010299956639812,5.052682401617118,ServiceFacility,ServiceFacility,None,66.0,7.01233040680178,2.1999744625304904,81.93,0.0,18.07,98.1,50.93,0.0,0.0,0.0,65,2
532,ServiceFacility,47.58685,-122.32501,0.3010299956639812,5.043810097474658,ServiceFacility,ServiceFacility,None,95.0,6.006492222357421,0.9074113607745862,100.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,56,2
533,ServiceFacility,47.58553,-122.32511,0.3010299956639812,5.17574947961237,ServiceFacility,ServiceFacility,None,97.0,6.383348921992312,1.9861444647105206,29.17,0.0,70.83,79.79,20.21,0.0,0.0,0.0,65,2
534,ServiceFacility,47.58042,-122.32552,0.3010299956639812,4.992204351423268,ServiceFacility,None,None,12.0,6.810776121395131,1.8824676148953714,89.88,0.0,10.12,131.77,0.0,0.0,0.0,0.0,65,1
535,ServiceFacility,47.58096,-122.32313,0.3010299956639812,4.926450492238073,ServiceFacility,ServiceFacility,Store,55.0,6.454588512526989,1.319314304090512,100.0,0.0,0.0,52.48,29.42,14.63,0.0,0.0,46,3
536,ServiceFacility,47.57055,-122.3267,0.3010299956639812,4.865317218342029,ServiceFacility,ServiceFacility,None,,6.715762661108344,2.1951798424319033,50.16,0.0,49.84,100.0,0.0,0.0,0.0,0.0,55,2
537,ServiceFacility,47.5794,-122.32848,0.3010299956639812,4.754936681290528,ServiceFacility,ServiceFacility,Store,,6.253269323445286,1.6946051989335686,56.44,0.0,43.56,85.1,7.52,7.38,0.0,0.0,88,3
538,ServiceFacility,47.58241,-122.32866,0.3010299956639812,4.7867585184026495,ServiceFacility,None,None,16.0,6.691271089706548,2.2543546920531665,36.3,0.0,63.7,100.0,0.0,0.0,0.0,0.0,85,1
539,ServiceFacility,47.58772,-122.32686,0.3010299956639812,5.048865014974831,ServiceFacility,None,None,87.0,6.1918480279447445,1.5458017571592761,67.54,0.0,32.46,97.48,0.0,0.0,0.0,0.0,29,1
540,ServiceFacility,47.5908,-122.32828,0.6020599913279624,4.803764290822297,ServiceFacility,ServiceFacility,None,,6.836231327579033,2.229169702539101,61.86,0.0,38.14,103.23,0.0,0.0,0.0,0.0,30,2
541,ServiceFacility,47.59439,-122.32839,0.6020599913279624,5.036445239382815,ServiceFacility,Leisure,Store,,6.561062158165893,1.4211101297934343,100.0,0.0,0.0,53.89,22.38,17.35,17.34,0.0,86,6
542,Store,47.69197,-122.35877,0.3010299956639812,5.1519548494793534,Store,ServiceFacility,ServiceFacility,91.0,7.227011555246996,2.4691737711599395,77.39,0.0,22.61,118.92,0.0,0.0,25.05,0.0,46,2
543,ServiceFacility,47.6633,-122.37549,0.3010299956639812,4.964226620675588,ServiceFacility,None,None,5.0,6.682782326275705,1.5388249889379038,100.0,0.0,0.0,76.09,0.0,0.0,22.86,0.0,15,1
544,ServiceFacility,47.6592,-122.38437,0.3010299956639812,4.750199727829182,ServiceFacility,Store,ServiceFacility,,6.370433976772903,1.943988875073772,34.85,0.0,65.15,56.14,37.26,6.6,0.0,0.0,42,3
545,ServiceFacility,47.65529,-122.32133,0.3010299956639812,5.156670276554126,ServiceFacility,ServiceFacility,None,,7.408774242866146,2.8522969658269255,55.01,0.0,44.99,83.36,16.64,0.0,0.0,0.0,10,2
546,ServiceFacility,47.64912,-122.34823,0.3010299956639812,5.306690884510224,ServiceFacility,ServiceFacility,ServiceFacility,73.0,6.948094268438589,1.7983743766815612,100.0,0.0,0.0,51.92,15.79,3.15,43.85,0.47712125471966244,8,3
547,ServiceFacility,47.64932,-122.35187,0.3010299956639812,4.887476638154133,ServiceFacility,None,None,33.0,6.738903379883065,1.5933968423002067,100.0,0.0,0.0,100.0,0.0,0.0,33.43,0.0,16,1
548,ServiceFacility,47.62817,-122.34212,0.3010299956639812,5.043460523577911,ServiceFacility,ServiceFacility,ServiceFacility,57.0,6.836273402850936,1.6885977750811698,100.0,0.0,0.0,89.38,7.81,0.0,0.0,0.47712125471966244,18,3
549,ServiceFacility,47.6289,-122.32877,0.3010299956639812,5.458222238110383,ServiceFacility,ServiceFacility,ServiceFacility,,7.323106148577519,2.4989029959518647,82.72,0.0,17.28,33.95,30.66,18.84,36.09,0.0,8,4
550,MedicalFacility,47.63079,-122.32693,0.3010299956639812,5.06351724766962,MedicalFacility,None,None,,7.561535330016628,3.062878932591338,46.42,0.0,53.58,84.12,0.0,0.0,15.88,0.0,17,1
551,ServiceFacility,47.62225,-122.35915,0.3010299956639812,5.383592777892017,ServiceFacility,ServiceFacility,None,88.0,6.937297429112475,1.8392265740134355,98.07,0.0,1.93,67.42,34.49,0.0,35.01,0.3010299956639812,16,2
552,ServiceFacility,47.61949,-122.35639,0.3010299956639812,5.012546192074119,ServiceFacility,ServiceFacility,None,85.0,6.67676674779983,1.8197412972730105,85.44,0.0,14.56,86.54,14.73,0.0,18.19,0.3010299956639812,42,2
553,ServiceFacility,47.61472,-122.35566,0.3010299956639812,4.885892453344317,ServiceFacility,ServiceFacility,Store,,7.080251222820144,2.416856768743732,68.24,0.0,31.76,117.49,43.41,20.61,0.0,0.0,114,3
554,ServiceFacility,47.61732,-122.34791,0.3010299956639812,5.176094154342576,ServiceFacility,ServiceFacility,None,65.0,6.970506289771919,2.0825340528727136,87.29,0.0,12.71,84.43,15.94,0.0,15.75,0.3010299956639812,41,2
555,ServiceFacility,47.61628,-122.33391,0.3010299956639812,5.438325542970246,ServiceFacility,None,None,82.0,7.218549972705873,2.172661300201535,95.74,0.0,4.26,100.0,0.0,0.0,0.0,0.3010299956639812,63,1
556,ServiceFacility,47.61599,-122.34165,0.3010299956639812,5.57749524660515,ServiceFacility,ServiceFacility,None,85.0,7.249222701667075,2.394153876882056,84.97,0.0,15.03,71.49,18.94,0.0,30.76,0.9030899869919435,33,2
557,ServiceFacility,47.61481,-122.33969,0.3010299956639812,5.2279406668475685,ServiceFacility,Leisure,ServiceFacility,83.0,7.059960613770488,2.5411047552328023,62.8,25.15,12.05,92.54,6.12,4.86,0.0,0.0,53,3
559,ServiceFacility,47.60454,-122.33072,0.3010299956639812,6.290528980158372,ServiceFacility,ServiceFacility,None,86.0,7.968191644754804,2.9462360465243265,94.53,0.0,5.47,86.1,16.36,0.0,16.36,0.9030899869919435,31,2
560,ServiceFacility,47.61418,-122.33485,0.3010299956639812,5.583783487103151,ServiceFacility,ServiceFacility,MedicalFacility,90.0,7.200814670053358,2.048053173115609,100.0,0.0,0.0,81.47,22.11,4.9,23.41,0.9542425094393249,35,3
561,MedicalFacility,47.6129,-122.33684,0.3010299956639812,5.561023824137839,MedicalFacility,ServiceFacility,Store,68.0,7.344480951101538,2.765877085227288,72.39,27.55,0.05,77.38,7.58,5.91,7.93,0.0,91,3
562,Store,47.61203,-122.33486,0.3010299956639812,4.897192579516424,Store,None,None,80.0,6.919269950595143,2.044735697450507,86.44,0.0,13.56,100.0,0.0,0.0,0.0,0.0,87,1
563,ServiceFacility,47.61051,-122.34439,0.3010299956639812,5.117748425871862,ServiceFacility,Store,None,93.0,6.714100940307356,2.0420239272488674,94.09,0.0,27.35,91.69,8.28,0.0,66.46,0.0,37,2
564,ServiceFacility,47.61289,-122.33531,0.3010299956639812,5.976802839904767,Store,Leisure,Leisure,,7.667555312908322,2.512217305233624,100.0,0.0,0.0,59.25,10.55,8.44,0.0,0.0,17,4
565,ServiceFacility,47.61505,-122.32,0.3010299956639812,4.744457279683304,ServiceFacility,ServiceFacility,ServiceFacility,,6.5666688087746135,2.1815005884677596,26.41,0.0,73.59,30.84,27.56,24.14,0.0,0.0,108,5
566,ServiceFacility,47.61036,-122.34037,0.3010299956639812,5.1238483755827655,ServiceFacility,Store,None,97.0,6.576938641386665,2.129689892199301,59.45,40.55,0.0,103.95,0.0,0.0,0.0,0.0,108,2
567,Store,47.60956,-122.33715,0.3010299956639812,4.91970030960814,Store,None,None,59.0,6.387948798598001,1.4596939764779706,90.43,0.0,9.57,54.14,0.0,0.0,0.0,0.0,76,1
568,Store,47.60925,-122.33734,0.3010299956639812,4.889615401970298,Store,None,None,39.0,6.892217440544306,1.7435097647284297,100.0,0.0,0.0,94.85,0.0,0.0,0.0,0.0,92,1
569,ServiceFacility,47.60765,-122.34097,0.3010299956639812,4.70943109504765,ServiceFacility,Leisure,None,57.0,6.4603177700824395,1.3246939138617746,100.0,0.0,0.0,87.69,13.75,0.0,0.0,0.0,107,2
570,ServiceFacility,47.60765,-122.3348,0.3010299956639812,5.689471356102438,ServiceFacility,ServiceFacility,School,43.0,7.560845850269032,2.630824356397011,89.71,0.0,10.29,75.93,13.38,1.9,0.0,0.0,46,4
571,ServiceFacility,47.60769,-122.33544,0.3010299956639812,5.335602307175996,ServiceFacility,ServiceFacility,School,62.0,7.210749309255124,2.806668280654998,53.58,45.63,0.78,84.32,6.15,2.88,6.15,0.6989700043360189,87,3
572,ServiceFacility,47.60741,-122.33565,0.3010299956639812,5.276866038362264,ServiceFacility,ServiceFacility,None,13.0,7.279585209617758,2.1261638888058387,100.0,0.0,0.0,80.21,6.68,0.0,0.0,0.0,95,2
573,ServiceFacility,47.60582,-122.33464,0.3010299956639812,5.468057704204756,ServiceFacility,ServiceFacility,None,25.0,7.2323389144202475,2.0792898060986595,100.0,0.0,0.0,49.52,24.03,0.0,25.35,0.0,18,2
574,ServiceFacility,47.60576,-122.33922,0.3010299956639812,5.087628820229788,ServiceFacility,Store,ServiceFacility,91.0,6.661346112484413,1.631443769013172,95.35,0.0,4.65,78.41,12.69,0.15,0.0,0.0,106,3
575,ServiceFacility,47.60366,-122.33328,0.3010299956639812,4.718493384878098,ServiceFacility,None,None,89.0,6.294169862376082,1.1679078100014801,100.0,0.0,0.0,96.08,0.0,0.0,0.0,0.0,95,1
576,ServiceFacility,47.60304,-122.33362,0.3010299956639812,5.066851234333126,ServiceFacility,ServiceFacility,Leisure,75.0,6.829854591332446,2.230602174740531,74.3,25.7,0.0,70.35,5.62,5.43,0.0,0.0,105,4
577,ServiceFacility,47.60573,-122.33028,0.3010299956639812,6.096581909907993,ServiceFacility,ServiceFacility,MedicalFacility,95.0,7.579563113351475,2.4245222970866327,100.0,0.0,0.0,78.76,23.76,1.04,16.1,1.2041199826559248,35,5
579,MedicalFacility,47.60663,-122.32157,0.3010299956639812,5.274942566083686,MedicalFacility,ServiceFacility,None,15.0,6.9306228059595965,1.95621646924339,92.37,0.0,7.63,43.47,35.57,0.0,52.73,0.0,28,2
580,School,47.6094,-122.31506,0.3010299956639812,4.779040642755518,School,ServiceFacility,None,,5.839182865665068,1.0132586652835165,85.88,0.0,14.12,100.0,0.0,0.0,0.0,0.0,100,2
